title,title_raw,company,location,date_posted,category,skills,job_url,search_keyword,scraped_at
Accounts Payable Clerk (Comptabilité Fournisseur) - Taghazout Bay Marriott Resort,Accounts Payable Clerk (comptabilité Fournisseur) - Taghazout Bay Marriott Resort,Marriott International,Taghazout,2026-03-13,Other,,https://ma.linkedin.com/jobs/view/accounts-payable-clerk-comptabilit%C3%A9-fournisseur-taghazout-bay-marriott-resort-at-marriott-international-4384295217,Information Security,2026-03-18T02:52:19.198631
Front Desk Agent - Taghazout Bay Marriott Resort,Front Desk Agent - Taghazout Bay Marriott Resort,Marriott International,Taghazout,2026-03-13,Other,,https://ma.linkedin.com/jobs/view/front-desk-agent-taghazout-bay-marriott-resort-at-marriott-international-4384218101,Information Security,2026-03-18T02:52:19.198631
Asari - Postdoctoral Fellow In Plant Nutrition And Fertilization,ASARI - Postdoctoral Fellow in Plant Nutrition and Fertilization,UM6P - University Mohammed VI Polytechnic,Maroc,2026-03-15,Other,,https://ma.linkedin.com/jobs/view/asari-postdoctoral-fellow-in-plant-nutrition-and-fertilization-at-um6p-university-mohammed-vi-polytechnic-4386018151,Information Security,2026-03-18T02:52:19.198631
Microsoft Teams Architect,Microsoft Teams Architect,Concentrix,Maroc,2026-03-11,Other,,https://ma.linkedin.com/jobs/view/microsoft-teams-architect-at-concentrix-4382514546,Information Security,2026-03-18T02:52:19.198631
Bellman / Bagagiste - Amanjena,Bellman / Bagagiste - Amanjena,Aman,Marrakech,2026-03-12,Other,,https://ma.linkedin.com/jobs/view/bellman-bagagiste-amanjena-at-aman-4374768236,Information Security,2026-03-18T02:52:19.199632
Administrateur Réseau N3,Administrateur Réseau N3,Inetum,Méchouar de Casablanca,2026-03-12,IT & Systems,,https://ma.linkedin.com/jobs/view/administrateur-r%C3%A9seau-n3-at-inetum-4243829294,Network Engineer,2026-03-18T02:52:56.946595
Administrateur Système & Réseaux / Référent Ms 365 - H/F,Administrateur Système & Réseaux / Référent MS 365 - H/F,Groupe BBL,Casablanca,2026-03-13,IT & Systems,,https://ma.linkedin.com/jobs/view/administrateur-syst%C3%A8me-r%C3%A9seaux-r%C3%A9f%C3%A9rent-ms-365-h-f-at-groupe-bbl-4385560915,Network Engineer,2026-03-18T02:52:56.946595
Administrateur Systemes (H/F),ADMINISTRATEUR SYSTEMES (H/F),Tessi,Oujda,2026-03-13,IT & Systems,,https://ma.linkedin.com/jobs/view/administrateur-systemes-h-f-at-tessi-4385340234,System Administrator,2026-03-18T02:53:32.905429
It Local H/F - Casablanca,IT Local H/F - Casablanca,HCLTech,Casablanca et périphérie,2026-03-13,IT & Systems,,https://ma.linkedin.com/jobs/view/it-local-h-f-casablanca-at-hcltech-4383131772,System Administrator,2026-03-18T02:53:32.905429
Administrateur As400 / Ibm I,Administrateur AS400 / IBM i,AXONE,Rabat et périphérie,2026-03-11,IT & Systems,,https://ma.linkedin.com/jobs/view/administrateur-as400-ibm-i-at-axone-4384156921,System Administrator,2026-03-18T02:53:32.906428
Administrateur As400 / Ibm I,Administrateur AS400 / IBM i,AXONE,Rabat,2026-03-11,IT & Systems,,https://ma.linkedin.com/jobs/view/administrateur-as400-ibm-i-at-axone-4384181872,System Administrator,2026-03-18T02:53:32.906428
Servicenow Itom/Cmdb Specialist,ServiceNow ITOM/CMDB Specialist,Inetum,Méchouar de Casablanca,2026-03-12,Other,,https://ma.linkedin.com/jobs/view/servicenow-itom-cmdb-specialist-at-inetum-4228967025,System Administrator,2026-03-18T02:53:32.906428
Commercial Confirmé / Secteur It,Commercial confirmé / Secteur IT,HR SKILLS MAROC,Rabat,2026-03-17,Other,,https://ma.linkedin.com/jobs/view/commercial-confirm%C3%A9-secteur-it-at-hr-skills-maroc-4386739815,System Administrator,2026-03-18T02:53:32.907428
Technico-Commercial (H/F) – Secteur It,Technico-Commercial (H/F) – Secteur IT,HR SKILLS MAROC,Rabat,2026-03-14,Other,,https://ma.linkedin.com/jobs/view/technico-commercial-h-f-%E2%80%93-secteur-it-at-hr-skills-maroc-4384621506,System Administrator,2026-03-18T02:53:32.907428
Servicenow Expert Admin,ServiceNow Expert admin,Amaris Consulting,Casablanca,2026-03-13,IT & Systems,,https://ma.linkedin.com/jobs/view/servicenow-expert-admin-at-amaris-consulting-4385504140,System Administrator,2026-03-18T02:53:32.907428
Ingénieur Si Sauvegarde & Stockage,Ingénieur SI Sauvegarde & Stockage,IFCAR Solutions,Rabat,2026-03-17,Other,,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-si-sauvegarde-stockage-at-ifcar-solutions-4382786012,System Administrator,2026-03-18T02:53:32.907428
Stagiaire En Recrutement It (F/H),Stagiaire en recrutement IT (F/H),Sofrecom Maroc,Casablanca-Settat,2026-03-16,Data & AI,,https://ma.linkedin.com/jobs/view/stagiaire-en-recrutement-it-f-h-at-sofrecom-maroc-4386368713,System Administrator,2026-03-18T02:53:32.908430
Ai Training Specialist,AI Training Specialist,Alignerr,Maroc,2026-03-15,Data & AI,,https://ma.linkedin.com/jobs/view/ai-training-specialist-at-alignerr-4386029495,System Administrator,2026-03-18T02:53:32.909428
Servicenow Architect,ServiceNow Architect,Cnexia,Maroc,2026-03-13,Other,,https://ma.linkedin.com/jobs/view/servicenow-architect-at-cnexia-4383141057,System Administrator,2026-03-18T02:53:32.909428
Recruteur It,Recruteur IT,TCrew,Rabat,2026-03-16,Other,,https://ma.linkedin.com/jobs/view/recruteur-it-at-tcrew-4386328000,System Administrator,2026-03-18T02:53:32.910431
Vendeuse Spécialisée – Magasin Informatique,Vendeuse spécialisée – Magasin Informatique,OPENMARK,Kénitra,2026-03-17,Other,,https://ma.linkedin.com/jobs/view/vendeuse-sp%C3%A9cialis%C3%A9e-%E2%80%93-magasin-informatique-at-openmark-4384473450,System Administrator,2026-03-18T02:53:32.910431
Administrateur Linux N3,Administrateur Linux N3,MAROC FER,Méchouar de Casablanca,2026-03-17,IT & Systems,linux,https://ma.linkedin.com/jobs/view/administrateur-linux-n3-at-maroc-fer-4386932213,Linux Administrator,2026-03-18T02:54:10.662516
Administrateur Linux N3,Administrateur Linux N3,Inetum,Méchouar de Casablanca,2026-03-17,IT & Systems,linux,https://ma.linkedin.com/jobs/view/administrateur-linux-n3-at-inetum-4386789586,Linux Administrator,2026-03-18T02:54:10.662516
It Technician,IT Technician,TotalEnergies,Maroc,2026-03-13,IT & Systems,,https://ma.linkedin.com/jobs/view/it-technician-at-totalenergies-4385334373,IT Support,2026-03-18T02:54:52.656096
Technicien Support It,Technicien Support IT,Scalian,Casablanca,2026-03-14,Other,,https://ma.linkedin.com/jobs/view/technicien-support-it-at-scalian-4367605735,IT Support,2026-03-18T02:54:52.656096
Technicien De Proximité,Technicien de Proximité,MAROC FER,Rabat,2026-03-13,Other,,https://ma.linkedin.com/jobs/view/technicien-de-proximit%C3%A9-at-maroc-fer-4383132662,IT Support,2026-03-18T02:54:52.657097
It Desktop And Network Support (Dispatch) El J,IT Desktop and Network Support (Dispatch) EL J,BRILLIANT COMPUTERS CITADEL  AND INFORMATION TECHNOLOGY,El Jadida,2026-03-17,IT & Systems,,https://ma.linkedin.com/jobs/view/it-desktop-and-network-support-dispatch-el-j-at-brilliant-computers-citadel-and-information-technology-4385690518,IT Support,2026-03-18T02:54:52.658100
It Desktop And Network Support (Dispatch) Tang,IT Desktop and Network Support (Dispatch) Tang,BRILLIANT COMPUTERS CITADEL  AND INFORMATION TECHNOLOGY,Tanger et périphérie,2026-03-17,IT & Systems,,https://ma.linkedin.com/jobs/view/it-desktop-and-network-support-dispatch-tang-at-brilliant-computers-citadel-and-information-technology-4385686743,IT Support,2026-03-18T02:54:52.658100
It Desktop And Network Support (Dispatch) Cas,IT Desktop and Network Support (Dispatch) CAS,BRILLIANT COMPUTERS CITADEL  AND INFORMATION TECHNOLOGY,Casablanca et périphérie,2026-03-17,IT & Systems,,https://ma.linkedin.com/jobs/view/it-desktop-and-network-support-dispatch-cas-at-brilliant-computers-citadel-and-information-technology-4385699381,IT Support,2026-03-18T02:54:52.658100
Technicien De Proximité,Technicien de Proximité,Inetum,Rabat,2026-03-13,Other,,https://ma.linkedin.com/jobs/view/technicien-de-proximit%C3%A9-at-inetum-4385348747,IT Support,2026-03-18T02:54:52.659098
It Desktop And Network Support (Dispatch) Mrk,IT Desktop and Network Support (Dispatch) MRK,BRILLIANT COMPUTERS CITADEL  AND INFORMATION TECHNOLOGY,arrondissement de Marrakech-Medina,2026-03-17,IT & Systems,,https://ma.linkedin.com/jobs/view/it-desktop-and-network-support-dispatch-mrk-at-brilliant-computers-citadel-and-information-technology-4385690688,IT Support,2026-03-18T02:54:52.659098
It Desktop And Network Support (Dispatch) Rb,IT Desktop and Network Support (Dispatch) RB,BRILLIANT COMPUTERS CITADEL  AND INFORMATION TECHNOLOGY,Rabat,2026-03-17,IT & Systems,,https://ma.linkedin.com/jobs/view/it-desktop-and-network-support-dispatch-rb-at-brilliant-computers-citadel-and-information-technology-4385905327,IT Support,2026-03-18T02:54:52.659098
It Desktop And Network Support (Dispatch) Ken,IT Desktop and Network Support (Dispatch) KEN,BRILLIANT COMPUTERS CITADEL  AND INFORMATION TECHNOLOGY,Rabat et périphérie,2026-03-17,IT & Systems,,https://ma.linkedin.com/jobs/view/it-desktop-and-network-support-dispatch-ken-at-brilliant-computers-citadel-and-information-technology-4385901343,IT Support,2026-03-18T02:54:52.659098
It Technician,IT Technician,Hutchinson,Casablanca-Settat,2026-03-12,IT & Systems,,https://ma.linkedin.com/jobs/view/it-technician-at-hutchinson-4384576890,IT Support,2026-03-18T02:54:52.660098
It Desktop And Network Support (Dispatch) Fes,IT Desktop and Network Support (Dispatch) Fes,BRILLIANT COMPUTERS CITADEL  AND INFORMATION TECHNOLOGY,Boulemane,2026-03-17,IT & Systems,,https://ma.linkedin.com/jobs/view/it-desktop-and-network-support-dispatch-fes-at-brilliant-computers-citadel-and-information-technology-4385904183,IT Support,2026-03-18T02:54:52.660098
Technicien Support It Niveaux 1 & 2 (H/F),Technicien Support IT Niveaux 1 & 2 (H/F),ilem Group,Casablanca et périphérie,2026-03-13,IT & Systems,,https://ma.linkedin.com/jobs/view/technicien-support-it-niveaux-1-2-h-f-at-ilem-group-4364549341,IT Support,2026-03-18T02:54:52.662098
Avl Is Always Looking For New Talents - Apply Now With A Speculative Application!,AVL is always looking for new talents - Apply now with a speculative application!,AVL,Rabat,2026-03-17,Other,,https://ma.linkedin.com/jobs/view/avl-is-always-looking-for-new-talents-apply-now-with-a-speculative-application%21-at-avl-4385923157,IT Support,2026-03-18T02:54:52.663098
Service Desk Analyst (Germanophone),Service Desk Analyst (Germanophone),HCLTech,Rabat,2026-03-17,Data & AI,,https://ma.linkedin.com/jobs/view/service-desk-analyst-germanophone-at-hcltech-4385690416,IT Support,2026-03-18T02:54:52.663098
It Local Lead,IT Local Lead,HCLTech,Casablanca et périphérie,2026-03-13,IT & Systems,,https://ma.linkedin.com/jobs/view/it-local-lead-at-hcltech-4383148105,IT Support,2026-03-18T02:54:52.663098
Service Desk Analyst (French & English),Service Desk Analyst (French & English),HCLTech,Rabat,2026-03-17,Data & AI,,https://ma.linkedin.com/jobs/view/service-desk-analyst-french-english-at-hcltech-4385697257,IT Support,2026-03-18T02:54:52.664098
Service Desk Analyst (Italophone),Service Desk Analyst (Italophone),HCLTech,Rabat,2026-03-17,Data & AI,,https://ma.linkedin.com/jobs/view/service-desk-analyst-italophone-at-hcltech-4385686546,IT Support,2026-03-18T02:54:52.664098
Ingénieur Méthodes Opérationnel,Ingénieur Méthodes opérationnel,Scalian,Casablanca et périphérie,2026-03-14,Other,,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-m%C3%A9thodes-op%C3%A9rationnel-at-scalian-4367426935,IT Support,2026-03-18T02:54:52.665098
Incident Manager,Incident Manager,Payment Center For Africa - PCA,Casablanca et périphérie,2026-03-11,Management,,https://ma.linkedin.com/jobs/view/incident-manager-at-payment-center-for-africa-pca-4384303481,IT Support,2026-03-18T02:54:52.665098
Frontline Support Specialist,Frontline Support Specialist,Deliverect,Casablanca,2026-03-11,Other,,https://ma.linkedin.com/jobs/view/frontline-support-specialist-at-deliverect-4382861266,IT Support,2026-03-18T02:54:52.666098
Data Consultant,Consultant Qualité / Data Quality Assurance,ALTEN MAROC,Rabat,2026-03-16,Data & AI,,https://ma.linkedin.com/jobs/view/consultant-qualit%C3%A9-data-quality-assurance-at-alten-maroc-4384048232,IT Support,2026-03-18T02:54:52.666098
Technicien Helpdesk Bilingue,TECHNICIEN HELPDESK BILINGUE,ManpowerGroup,Casablanca et périphérie,2026-03-12,Other,,https://ma.linkedin.com/jobs/view/technicien-helpdesk-bilingue-at-manpowergroup-4382997609,IT Support,2026-03-18T02:54:52.666098
Consultant Servicenow (H/F),Consultant ServiceNow (H/F),Devoteam,Casablanca,2026-03-14,Other,,https://ma.linkedin.com/jobs/view/consultant-servicenow-h-f-at-devoteam-4331595019,IT Support,2026-03-18T02:54:52.667098
Support Analyst Bilingue Français/Espagnol (H/F),Support Analyst Bilingue Français/Espagnol (H/F),Atos,Casablanca et périphérie,2026-03-11,Data & AI,,https://ma.linkedin.com/jobs/view/support-analyst-bilingue-fran%C3%A7ais-espagnol-h-f-at-atos-4384154270,IT Support,2026-03-18T02:54:52.667098
Consultant Servicenow  (H/F),Consultant ServiceNow  (H/F),Devoteam,Rabat,2026-03-12,Other,,https://ma.linkedin.com/jobs/view/consultant-servicenow-h-f-at-devoteam-4330793435,IT Support,2026-03-18T02:54:52.668098
Comptable Et Gestionnaire Opérationnel,Comptable et Gestionnaire Opérationnel,igus Maroc,Casablanca et périphérie,2026-03-11,Data & AI,,https://ma.linkedin.com/jobs/view/comptable-et-gestionnaire-op%C3%A9rationnel-at-igus-maroc-4384159228,IT Support,2026-03-18T02:54:52.668098
Area Manager Ise Maroc F/H - Safran Electrical And Power Morocco Sa,Area Manager ISE Maroc F/H - SAFRAN ELECTRICAL AND POWER MOROCCO SA,AEROCONTACT.COM,Témara,2026-03-17,Management,,https://ma.linkedin.com/jobs/view/area-manager-ise-maroc-f-h-safran-electrical-and-power-morocco-sa-at-aerocontact-4384337910,IT Support,2026-03-18T02:54:52.669099
Technicien Helpdesk Hispanophone,Technicien Helpdesk Hispanophone,Inetum,Méchouar de Casablanca,2026-03-12,Other,,https://ma.linkedin.com/jobs/view/technicien-helpdesk-hispanophone-at-inetum-4305603149,IT Support,2026-03-18T02:54:52.669099
Business Developer - Talent Acquisition,Business Developer - Talent acquisition,TCrew,Rabat et périphérie,2026-03-11,Software Dev,,https://ma.linkedin.com/jobs/view/business-developer-talent-acquisition-at-tcrew-4384198251,IT Support,2026-03-18T02:54:52.669099
Consultant(E) En Recrutement,Consultant(e) en Recrutement,Tessi,Oujda,2026-03-13,Other,,https://ma.linkedin.com/jobs/view/consultant-e-en-recrutement-at-tessi-4385340605,IT Support,2026-03-18T02:54:52.670098
Data Consultant,Consultant Qualité / Data Quality Assurance,ALTEN,Rabat,2026-03-13,Data & AI,,https://ma.linkedin.com/jobs/view/consultant-qualit%C3%A9-data-quality-assurance-at-alten-4383109009,IT Support,2026-03-18T02:54:52.670098
"Project Leader, Indirect Process & Technology","Project Leader, Indirect Process & Technology",GE HealthCare,Casablanca,2026-03-16,Management,,https://ma.linkedin.com/jobs/view/project-leader-indirect-process-technology-at-ge-healthcare-4386339956,IT Support,2026-03-18T02:54:52.670098
Consultant S2P / O2C,Consultant S2P / O2C,VISEO,Casablanca-Settat,2026-03-12,Other,,https://ma.linkedin.com/jobs/view/consultant-s2p-o2c-at-viseo-4383533237,IT Support,2026-03-18T02:54:52.671098
It Support Team Lead (German Speaker),IT Support Team Lead (German speaker),HCLTech,Rabat,2026-03-17,IT & Systems,,https://ma.linkedin.com/jobs/view/it-support-team-lead-german-speaker-at-hcltech-4385689476,IT Support,2026-03-18T02:54:52.671098
Work-From-Home Customer Support – French Speaking,Work-from-Home Customer Support – French Speaking,TalentPop App,Rabat,2026-03-18,Other,,https://ma.linkedin.com/jobs/view/work-from-home-customer-support-%E2%80%93-french-speaking-at-talentpop-app-4384734222,IT Support,2026-03-18T02:54:52.672098
Hrbp (F/H),HRBP (F/H),SQLI,Rabat et périphérie,2026-03-16,Other,sql,https://ma.linkedin.com/jobs/view/hrbp-f-h-at-sqli-4384021527,IT Support,2026-03-18T02:54:52.673097
Work-From-Home Customer Support – French Speaking,Work-from-Home Customer Support – French Speaking,TalentPop App,Maroc,2026-03-18,Other,,https://ma.linkedin.com/jobs/view/work-from-home-customer-support-%E2%80%93-french-speaking-at-talentpop-app-4384719947,IT Support,2026-03-18T02:54:52.673097
Consultant Workday (H/F),Consultant Workday (H/F),Inetum,Méchouar de Casablanca,2026-03-12,Other,,https://ma.linkedin.com/jobs/view/consultant-workday-h-f-at-inetum-4333020155,IT Support,2026-03-18T02:54:52.673097
Work-From-Home Customer Support – French Speaking,Work-from-Home Customer Support – French Speaking,TalentPop App,Marrakech,2026-03-18,Other,,https://ma.linkedin.com/jobs/view/work-from-home-customer-support-%E2%80%93-french-speaking-at-talentpop-app-4384727721,IT Support,2026-03-18T02:54:52.674096
Senior It/Ot Engineer,Senior IT/OT Engineer,APM Terminals,Tanger,2026-03-11,Other,,https://ma.linkedin.com/jobs/view/senior-it-ot-engineer-at-apm-terminals-4371446590,IT Support,2026-03-18T02:54:52.674096
Work-From-Home Customer Support – French Speaking,Work-from-Home Customer Support – French Speaking,TalentPop App,Méchouar de Casablanca,2026-03-18,Other,,https://ma.linkedin.com/jobs/view/work-from-home-customer-support-%E2%80%93-french-speaking-at-talentpop-app-4384731404,IT Support,2026-03-18T02:54:52.674096
Account Run Lead ( Arl),Account Run Lead ( ARL),DXC Technology Morocco,Casablanca et périphérie,2026-03-13,Other,,https://ma.linkedin.com/jobs/view/account-run-lead-arl-at-dxc-technology-morocco-4385157392,IT Support,2026-03-18T02:54:52.675096
Supply Chain Support V,SUPPLY CHAIN SUPPORT V,TE Connectivity,Maroc,2026-03-17,Data & AI,,https://ma.linkedin.com/jobs/view/supply-chain-support-v-at-te-connectivity-4386965045,IT Support,2026-03-18T02:54:52.675096
French+English Bilingual Customer Service Representative,French+English Bilingual Customer Service Representative,TalentPop App,Rabat,2026-03-18,Other,,https://ma.linkedin.com/jobs/view/french%2Benglish-bilingual-customer-service-representative-at-talentpop-app-4384737205,IT Support,2026-03-18T02:54:52.675096
French-English Customer Support Associate,French-English Customer Support Associate,TalentPop App,Méchouar de Casablanca,2026-03-17,Cybersecurity,,https://ma.linkedin.com/jobs/view/french-english-customer-support-associate-at-talentpop-app-4384405455,IT Support,2026-03-18T02:54:52.676096
French-English Customer Support Associate,French-English Customer Support Associate,TalentPop App,Rabat,2026-03-17,Cybersecurity,,https://ma.linkedin.com/jobs/view/french-english-customer-support-associate-at-talentpop-app-4384408279,IT Support,2026-03-18T02:54:52.676096
French+English Bilingual Customer Service Representative,French+English Bilingual Customer Service Representative,TalentPop App,Méchouar de Casablanca,2026-03-18,Other,,https://ma.linkedin.com/jobs/view/french%2Benglish-bilingual-customer-service-representative-at-talentpop-app-4384723825,IT Support,2026-03-18T02:54:52.676096
Sap Abap Developer,SAP ABAP Developer,Cognitus,Tanger,2026-03-16,Software Dev,,https://ma.linkedin.com/jobs/view/sap-abap-developer-at-cognitus-4386324972,IT Support,2026-03-18T02:54:52.677096
French-English Customer Support Associate,French-English Customer Support Associate,TalentPop App,Marrakech,2026-03-17,Cybersecurity,,https://ma.linkedin.com/jobs/view/french-english-customer-support-associate-at-talentpop-app-4384405458,IT Support,2026-03-18T02:54:52.677096
Pmo / Support Programme,PMO / Support Programme,Scalian,Méchouar de Casablanca,2026-03-12,Other,,https://ma.linkedin.com/jobs/view/pmo-support-programme-at-scalian-4384806650,IT Support,2026-03-18T02:55:05.121896
Servicio De Atención Al Cliente (H/M),Servicio de Atención al Cliente (H/M),Atos,Casablanca et périphérie,2026-03-17,Other,,https://ma.linkedin.com/jobs/view/servicio-de-atenci%C3%B3n-al-cliente-h-m-at-atos-4382724565,IT Support,2026-03-18T02:55:05.137952
Team Leader It,Team Leader IT,Consort Group,Rabat,2026-03-17,Other,,https://ma.linkedin.com/jobs/view/team-leader-it-at-consort-group-4384494238,IT Support,2026-03-18T02:55:05.138952
Technical Support Specialist,Technical Support Specialist,1840 & Company,Rabat,2026-03-11,Other,,https://ma.linkedin.com/jobs/view/technical-support-specialist-at-1840-company-4374462086,IT Support,2026-03-18T02:55:05.138952
Consultant(E) N2,Consultant(e) N2,Consort Group,Rabat,2026-03-16,Other,,https://ma.linkedin.com/jobs/view/consultant-e-n2-at-consort-group-4384042054,IT Support,2026-03-18T02:55:05.138952
Agent Support N1 (F/H),Agent Support N1 (F/H),CGI,arrondissement de Fès-Médina,2026-03-13,Other,,https://ma.linkedin.com/jobs/view/agent-support-n1-f-h-at-cgi-4385329370,IT Support,2026-03-18T02:55:05.139951
Administrateur Itsm,Administrateur ITSM,SII Group Morocco,Tanger-Tétouan-Al Hoceïma,2026-03-16,IT & Systems,,https://ma.linkedin.com/jobs/view/administrateur-itsm-at-sii-group-morocco-4384020687,IT Support,2026-03-18T02:55:05.139951
Ho Production Technology Country,HO Production Technology Country,LEONI Maroc,Berrechid,2026-03-14,Management,,https://ma.linkedin.com/jobs/view/ho-production-technology-country-at-leoni-morocco-4374374929,System Engineer,2026-03-18T02:55:31.807212
Senior Database Administrator,Senior Database Administrator,Cnexia,Rabat,2026-03-13,Data & AI,,https://ma.linkedin.com/jobs/view/senior-database-administrator-at-cnexia-4383133545,Database Administrator,2026-03-18T02:56:11.837362
Administrateurs Dba,Administrateurs DBA,Inetum,Méchouar de Casablanca,2026-03-12,IT & Systems,,https://ma.linkedin.com/jobs/view/administrateurs-dba-at-inetum-4334805392,Database Administrator,2026-03-18T02:56:11.837362
Software Developer,Développeur PowerShell,CompSysCo (Ex TMS Algotex),Casablanca et périphérie,2026-03-17,Software Dev,,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-powershell-at-compsysco-ex-tms-algotex-4386768026,Database Administrator,2026-03-18T02:56:11.840397
Tech Lead Shopify F/H,Tech Lead Shopify F/H,VISEO,Casablanca,2026-03-17,Other,,https://ma.linkedin.com/jobs/view/tech-lead-shopify-f-h-at-viseo-4375768881,Database Administrator,2026-03-18T02:56:11.840397
Test / Qa Technico Fonctionnel Sénior,Test / QA Technico fonctionnel Sénior,ALTEN MAROC,Rabat,2026-03-11,Other,,https://ma.linkedin.com/jobs/view/test-qa-technico-fonctionnel-s%C3%A9nior-at-alten-maroc-4382592174,Database Administrator,2026-03-18T02:56:11.856025
Join Orange Morocco: Your Next Opportunity Awaits (H/F),Join Orange Morocco: Your Next Opportunity Awaits (H/F),Orange Maroc,Casablanca-Settat,2026-03-17,Data & AI,,https://ma.linkedin.com/jobs/view/join-orange-morocco-your-next-opportunity-awaits-h-f-at-orange-maroc-4364234478,Database Administrator,2026-03-18T02:56:23.863653
Chargé(E) D’Engagement Et Suivi Budgétaire,Chargé(e) d’engagement et suivi budgétaire,LabelVie,Casablanca et périphérie,2026-03-16,Data & AI,,https://ma.linkedin.com/jobs/view/charg%C3%A9-e-d%E2%80%99engagement-et-suivi-budg%C3%A9taire-at-labelvie-4384051669,Database Administrator,2026-03-18T02:56:23.864653
"Gestionnaire Middle Office International Sur Rabat,Tanger Et Casablanca","Gestionnaire Middle Office International sur Rabat,Tanger et Casablanca",CREDIT DU MAROC,Casablanca et périphérie,2026-03-11,Data & AI,,https://ma.linkedin.com/jobs/view/gestionnaire-middle-office-international-sur-rabat-tanger-et-casablanca-at-credit-du-maroc-4380253896,Database Administrator,2026-03-18T02:56:23.865608
Arabic Support - Work From Home,ARABIC SUPPORT - Work From Home,TP,Casablanca-Settat,2026-03-17,Other,,https://ma.linkedin.com/jobs/view/arabic-support-work-from-home-at-tp-4386706577,Database Administrator,2026-03-18T02:56:23.865608
Exécutive Office,Exécutive Office,DXC Technology Morocco,Casablanca et périphérie,2026-03-13,Other,,https://ma.linkedin.com/jobs/view/ex%C3%A9cutive-office-at-dxc-technology-morocco-4385142983,Database Administrator,2026-03-18T02:56:23.866607
Qa Automation Engineer,QA Automation Engineer,Highspring,Maroc,2026-03-16,Other,,https://ma.linkedin.com/jobs/view/qa-automation-engineer-at-highspring-4386385949,QA Engineer,2026-03-18T02:57:49.558626
Ingénieur Test & Validation Telecom,Ingénieur Test & Validation Telecom,Inetum,Méchouar de Casablanca,2026-03-12,Other,,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-test-validation-telecom-at-inetum-4346052601,QA Engineer,2026-03-18T02:57:49.558626
Ingénieur Qa Automation Playwright | Relocalisation En Espagne,Ingénieur QA Automation Playwright | Relocalisation en Espagne,Vortech PCI Group,Casablanca,2026-03-15,Other,,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-qa-automation-playwright-relocalisation-en-espagne-at-vortech-pci-group-4386040618,QA Engineer,2026-03-18T02:57:49.558626
Supplier Quality Engineer,Supplier Quality Engineer,Aptiv,Maroc,2026-03-12,Other,,https://ma.linkedin.com/jobs/view/supplier-quality-engineer-at-aptiv-4384837392,Test Engineer,2026-03-18T02:58:28.005718
Manufacturing Quality Engineer Meknes,Manufacturing Quality Engineer Meknes,Lear Corporation,Meknès,2026-03-17,Other,,https://ma.linkedin.com/jobs/view/manufacturing-quality-engineer-meknes-at-lear-corporation-4385933941,Test Engineer,2026-03-18T02:58:28.006722
Manufacturing Quality Engineer,Manufacturing Quality Engineer,Lear Corporation,Kénitra,2026-03-17,Other,,https://ma.linkedin.com/jobs/view/manufacturing-quality-engineer-at-lear-corporation-4386413329,Test Engineer,2026-03-18T02:58:28.008718
Advanced Quality Engineer,Advanced Quality Engineer,Lear Corporation,Tanger,2026-03-17,Other,,https://ma.linkedin.com/jobs/view/advanced-quality-engineer-at-lear-corporation-4386299772,Test Engineer,2026-03-18T02:58:28.012671
Test Automation Qa Full Stack (Front/Back) Expérimenté,Test Automation QA Full Stack (Front/Back) Expérimenté,ALTEN MAROC,Rabat,2026-03-13,Software Dev,,https://ma.linkedin.com/jobs/view/test-automation-qa-full-stack-front-back-exp%C3%A9riment%C3%A9-at-alten-maroc-4383091684,Test Engineer,2026-03-18T02:58:28.017676
Test Automation Qa Full Stack (Front/Back) Senior,Test Automation QA Full Stack (Front/Back) Senior,ALTEN MAROC,Rabat,2026-03-13,Software Dev,,https://ma.linkedin.com/jobs/view/test-automation-qa-full-stack-front-back-senior-at-alten-maroc-4383106187,Test Engineer,2026-03-18T02:58:28.020716
Test Manager It (Qa),Test Manager IT (QA),ALTEN,Rabat,2026-03-17,Management,,https://ma.linkedin.com/jobs/view/test-manager-it-qa-at-alten-4384489194,Test Engineer,2026-03-18T02:58:41.935664
Mechanical Engineer - Cae Expert,Mechanical Engineer - CAE Expert,MICLA Engineering & Design,Tanger,2026-03-12,Other,,https://ma.linkedin.com/jobs/view/mechanical-engineer-cae-expert-at-micla-engineering-design-4384883677,Test Engineer,2026-03-18T02:58:41.936663
Consultant Transformation (H/F),Consultant Transformation (H/F),Banque Centrale Populaire - BCP,Casablanca et périphérie,2026-03-17,Other,,https://ma.linkedin.com/jobs/view/consultant-transformation-h-f-at-banque-centrale-populaire-bcp-4386752356,Test Engineer,2026-03-18T02:58:41.936663
Souscripteur,Souscripteur,Atlantic Re,Casablanca et périphérie,2026-03-17,Other,,https://ma.linkedin.com/jobs/view/souscripteur-at-atlantic-re-4384458377,Test Engineer,2026-03-18T02:58:41.937664
Scrum Master,Scrum Master,STATERA,Rabat,2026-03-18,Management,,https://ma.linkedin.com/jobs/view/scrum-master-at-statera-4386992629,Test Engineer,2026-03-18T02:58:41.937664
